locus	pop1	metric	value
MrChr4G16510	W1	TajD	1.02682
MrChr4G20580	W1	pi	0.00112778
MrChr4G20580	W1	TajD	0.134153
MrChr4G24430	W1	pi	0.000675417
MrChr4G24430	W1	TajD	0.00859481
MrChr4G27510	W1	pi	0.00558413
MrChr4G27510	W1	TajD	1.55725
MrChr4G28750	W1	pi	0
MrChr5G01160	W1	pi	0.0130624
MrChr5G01160	W1	TajD	-0.687064
MrChr5G05540	W1	pi	0.00172058
MrChr5G05540	W1	TajD	-2.59712
MrChr5G05720	W1	pi	0.00148429
MrChr5G05720	W1	TajD	-1.90255
MrChr5G06750	W1	pi	0.0707816
MrChr5G06750	W1	TajD	2.11293
MrChr5G10750	W1	pi	0
MrChr5G16080	W1	pi	0.000472283
MrChr5G16080	W1	TajD	-1.20229
MrChr5G19810	W1	pi	0.00194965
MrChr5G19810	W1	TajD	-0.585327
MrChr5G21530	W1	pi	0.00215716
MrChr5G21530	W1	TajD	-0.829225
MrChr5G23590	W1	pi	0.00152868
MrChr5G23590	W1	TajD	-1.62627
MrChr5G23800	W1	pi	0.00367511
MrChr5G23800	W1	TajD	0.319604
MrChr5G24600	W1	pi	0
MrChr5G25350	W1	pi	0.00242209
MrChr5G25350	W1	TajD	-1.73992
MrChr5G27130	W1	pi	0.00369724
MrChr5G27130	W1	TajD	-0.905269
MrChr5G29280	W1	pi	0.00279065
MrChr5G29280	W1	TajD	0.752514
MrChr5G30260	W1	pi	0.00554857
MrChr5G30260	W1	TajD	1.06425
MrChr6G10940	W1	pi	0.00462378
MrChr6G10940	W1	TajD	2.94814
MrChr6G11200	W1	pi	0.00246415
MrChr6G11200	W1	TajD	-0.270275
MrChr6G11530	W1	pi	0.00859172
MrChr6G11530	W1	TajD	2.17433
MrChr6G15990	W1	pi	0.00227663
MrChr6G15990	W1	TajD	0.843115
MrChr6G18240	W1	pi	0.00297495
MrChr6G18240	W1	TajD	-0.64708
MrChr6G18520	W1	pi	0.00327007
MrChr6G18520	W1	TajD	1.37082
MrChr6G23300	W1	pi	0
MrChr6G28860	W1	pi	0.00216204
MrChr6G28860	W1	TajD	0.116934
MrChr6G28960	W1	pi	0.00720656
MrChr6G28960	W1	TajD	0.613896
MrChr6G29080	W1	pi	0.00102078
MrChr6G29080	W1	TajD	-0.354206
MrChr6G29260	W1	pi	0.00270395
MrChr6G29260	W1	TajD	-1.29144
MrChr6G30270	W1	pi	0.00179252
MrChr6G30270	W1	TajD	-0.335386
MrChr6G30370	W1	pi	0.00470209
MrChr6G30370	W1	TajD	-1.03293
MrChr6G31420	W1	pi	0.00355578
MrChr6G31420	W1	TajD	0.731368
MrChr6G32060	W1	pi	0.00266669
MrChr6G32060	W1	TajD	0.551688
MrChr6G32530	W1	pi	0
MrChr6G32640	W1	pi	0.0012643
MrChr6G32640	W1	TajD	-1.35652
MrChr6G32840	W1	pi	0
MrChr6G32940	W1	pi	0
MrChr6G33970	W1	pi	0.001
MrChr6G33970	W1	TajD	-1.73253
MrChr6G34090	W1	pi	0.00878428
MrChr6G34090	W1	TajD	-1.98297
MrChr6G34490	W1	pi	0.00083562
MrChr6G34490	W1	TajD	-2.32897
MrChr6G36340	W1	pi	0.00702666
MrChr6G36340	W1	TajD	1.18996
MrChr6G39440	W1	pi	0.00560036
MrChr6G39440	W1	TajD	1.69678
MrChr7G02690	W1	pi	0.00463321
MrChr7G02690	W1	TajD	0.194697
MrChr7G05200	W1	pi	0.0202899
MrChr7G05200	W1	TajD	1.96636
MrChr7G06540	W1	pi	0.00633084
MrChr7G06540	W1	TajD	-0.425963
MrChr7G07490	W1	pi	0.00131404
MrChr7G07490	W1	TajD	-0.666743
MrChr7G07590	W1	pi	0.0035384
MrChr7G07590	W1	TajD	-0.084746
MrChr7G09600	W1	pi	0.00418613
MrChr7G09600	W1	TajD	0.0939775
MrChr7G14080	W1	pi	0.00205314
MrChr7G14080	W1	TajD	-1.43479
MrChr7G15020	W1	pi	0.00366267
MrChr7G15020	W1	TajD	0.432923
MrChr7G15790	W1	pi	0.00791099
MrChr7G15790	W1	TajD	-0.576028
MrChr7G17500	W1	pi	0.00411289
MrChr7G17500	W1	TajD	0.347772
MrChr7G17650	W1	pi	0.0106824
MrChr7G17650	W1	TajD	1.70139
MrChr7G21420	W1	pi	0.00615705
MrChr7G21420	W1	TajD	0.434143
MrChr7G22260	W1	pi	0.0021095
MrChr7G22260	W1	TajD	-0.250207
MrChr7G22860	W1	pi	0.00236566
MrChr7G22860	W1	TajD	0.627493
MrChr7G24000	W1	pi	0.0215093
MrChr7G24000	W1	TajD	1.44853
MrChr7G26610	W1	pi	0.00389365
MrChr7G26610	W1	TajD	1.2151
MrChr7G30760	W1	pi	0.00199035
MrChr7G30760	W1	TajD	1.38121
MrChr8G00060	W1	pi	0.00201204
MrChr8G00060	W1	TajD	-0.225786
MrChr8G00160	W1	pi	0.00197118
MrChr8G00160	W1	TajD	1.26352
MrChr8G03420	W1	pi	0
MrChr8G03720	W1	pi	0.00257926
MrChr8G03720	W1	TajD	0.54201
MrChr8G07290	W1	pi	0.00916497
MrChr8G07290	W1	TajD	0.597766
MrChr8G07390	W1	pi	0.000539691
MrChr8G07390	W1	TajD	0.344844
MrChr8G07910	W1	pi	0.0252154
MrChr8G07910	W1	TajD	-0.740028
MrChr8G10360	W1	pi	0.00226868
MrChr8G10360	W1	TajD	-0.486164
MrChr8G12820	W1	pi	0.00355383
MrChr8G12820	W1	TajD	-0.320841
MrChr8G13590	W1	pi	0.00279503
MrChr8G13590	W1	TajD	1.39118
MrChr8G17340	W1	pi	0.0055904
MrChr8G17340	W1	TajD	0.980146
MrChr8G18170	W1	pi	0
MrChr8G20480	W1	pi	0.00229685
MrChr8G20480	W1	TajD	1.98044
MrChr8G20900	W1	pi	0.00400998
MrChr8G20900	W1	TajD	-0.501506
MrChr8G25700	W1	pi	0.00221666
MrChr8G25700	W1	TajD	1.1176
MrChr8G26690	W1	pi	0.0027389
MrChr8G26690	W1	TajD	-0.819417
MrChr1G08200	W1	pi	0.00749484
MrChr1G08200	W1	TajD	-0.171871
MrChr1G18500	W1	pi	0
MrChr1G19220	W1	pi	0.00183379
MrChr1G19220	W1	TajD	-1.92015
MrChr1G19820	W1	pi	0.0155724
MrChr1G19820	W1	TajD	0.158279
MrChr1G20520	W1	pi	0.0131508
MrChr1G20520	W1	TajD	-0.0151565
MrChr1G20830	W1	pi	0.00706339
MrChr1G20830	W1	TajD	-0.949485
MrChr1G28020	W1	pi	0.0101018
MrChr1G28020	W1	TajD	0.049222
MrChr1G28760	W1	pi	0.00908715
MrChr1G28760	W1	TajD	0.60958
MrChr1G33540	W1	pi	0.0111033
MrChr1G33540	W1	TajD	0.480279
MrChr1G33640	W1	pi	0.00741252
MrChr1G33640	W1	TajD	0.719154
MrChr1G33960	W1	pi	0
MrChr1G34230	W1	pi	0.00405314
MrChr1G34230	W1	TajD	0.536606
MrChr1G34650	W1	pi	0.00703715
MrChr1G34650	W1	TajD	-0.408552
MrChr1G35990	W1	pi	0.00455898
MrChr1G35990	W1	TajD	-0.359927
MrChr1G36280	W1	pi	0.0026758
MrChr1G36280	W1	TajD	0.389002
MrChr2G04340	W1	pi	0.000385802
MrChr2G04340	W1	TajD	-1.15933
MrChr2G07020	W1	pi	0.000466853
MrChr2G07020	W1	TajD	-1.51469
MrChr2G10730	W1	pi	0.00026883
MrChr2G10730	W1	TajD	-1.20229
MrChr2G13330	W1	pi	0.00600018
MrChr2G13330	W1	TajD	0.434143
MrChr2G14930	W1	pi	0.00349144
MrChr2G14930	W1	TajD	-0.77372
MrChr2G15030	W1	pi	0.000950286
MrChr2G15030	W1	TajD	0.279443
MrChr2G15130	W1	pi	0.00464633
MrChr2G15130	W1	TajD	-0.725568
MrChr2G15890	W1	pi	0.00363933
MrChr2G15890	W1	TajD	-0.167276
MrChr2G16590	W1	pi	0.00300986
MrChr2G16590	W1	TajD	-2.11903
MrChr2G16690	W1	pi	0.00213675
MrChr2G16690	W1	TajD	-1.51469
MrChr2G20670	W1	pi	0.00229896
MrChr2G20670	W1	TajD	0.87123
MrChr2G22570	W1	pi	0.0145948
MrChr2G22570	W1	TajD	0.729083
MrChr2G25580	W1	pi	0
MrChr2G30240	W1	pi	0.00244597
MrChr2G30240	W1	TajD	-0.158326
MrChr3G00180	W1	pi	7.23E-05
MrChr3G00180	W1	TajD	-1.15933
MrChr3G00460	W1	pi	0.00504707
MrChr3G00460	W1	TajD	2.06393
MrChr3G04280	W1	pi	0.00255861
MrChr3G04280	W1	TajD	-0.433272
MrChr3G07570	W1	pi	0.00317316
MrChr3G07570	W1	TajD	0.637352
MrChr3G10290	W1	pi	0.00704509
MrChr3G10290	W1	TajD	0.670097
MrChr3G10890	W1	pi	0.00183019
MrChr3G10890	W1	TajD	-1.18135
MrChr3G13230	W1	pi	0.00331931
MrChr3G13230	W1	TajD	-0.0865681
MrChr3G20360	W1	pi	0.00198157
MrChr3G20360	W1	TajD	0.994572
MrChr3G22750	W1	pi	0
MrChr3G23140	W1	pi	0.00238527
MrChr3G23140	W1	TajD	0.151452
MrChr3G25540	W1	pi	0.00237903
MrChr3G25540	W1	TajD	-0.116915
MrChr3G29020	W1	pi	0.000300793
MrChr3G29020	W1	TajD	-0.681114
MrChr3G36920	W1	pi	0.00383125
MrChr3G36920	W1	TajD	0.564576
MrChr3G37380	W1	pi	0.000617171
MrChr3G37380	W1	TajD	-1.138
MrChr4G01810	W1	pi	0.00674788
MrChr4G01810	W1	TajD	0.862928
MrChr4G03830	W1	pi	0.00595213
MrChr4G03830	W1	TajD	1.35461
MrChr4G15970	W1	pi	0.00303357
MrChr4G15970	W1	TajD	0.732372
MrChr4G20550	W1	pi	0.00133626
MrChr4G20550	W1	TajD	0.683989
MrChr4G22750	W1	pi	0.00220842
MrChr4G22750	W1	TajD	-0.459983
MrChr4G26970	W1	pi	0.00253483
MrChr4G26970	W1	TajD	0.372246
MrChr4G28720	W1	pi	0.0103714
MrChr4G28720	W1	TajD	0.116406
MrChr4G29040	W1	pi	0.00501247
MrChr4G29040	W1	TajD	-0.125537
MrChr5G05510	W1	pi	0.0036284
MrChr5G05510	W1	TajD	0.917557
MrChr5G05610	W1	pi	0.00511294
MrChr5G05610	W1	TajD	2.1708
MrChr5G15510	W1	pi	0.00169105
MrChr5G15510	W1	TajD	-0.173092
MrChr5G19770	W1	pi	0.00292517
MrChr5G19770	W1	TajD	0.0639972
MrChr5G21500	W1	pi	0.00378144
MrChr5G21500	W1	TajD	0.30293
MrChr5G23460	W1	pi	0.00582771
MrChr5G23460	W1	TajD	0.66119
MrChr5G23730	W1	pi	0.00733301
MrChr5G23730	W1	TajD	0.294559
MrChr5G24210	W1	pi	0.0057661
MrChr5G24210	W1	TajD	-0.406193
MrChr5G24670	W1	pi	0.00492787
MrChr5G24670	W1	TajD	1.05527
MrChr5G26540	W1	pi	0.00358776
MrChr5G26540	W1	TajD	1.63955
MrChr5G29250	W1	pi	0.00593762
MrChr5G29250	W1	TajD	2.37394
MrChr5G29830	W1	pi	0.000828379
MrChr5G29830	W1	TajD	-0.607238
MrChr6G09750	W1	pi	0.00762034
MrChr6G09750	W1	TajD	1.63844
MrChr6G11030	W1	pi	0.00245532
MrChr6G11030	W1	TajD	-0.405012
MrChr6G11270	W1	pi	0.00114696
MrChr6G11270	W1	TajD	-1.74207
MrChr6G15960	W1	pi	0.000512605
MrChr6G15960	W1	TajD	-0.681114
MrChr6G16590	W1	pi	0.00388129
MrChr6G16590	W1	TajD	1.04972
MrChr6G18350	W1	pi	0.00286121
MrChr6G18350	W1	TajD	-0.969181
MrChr6G19900	W1	pi	0.0015555
MrChr6G19900	W1	TajD	-1.21776
MrChr6G24200	W1	pi	0.0136648
MrChr6G24200	W1	TajD	0.67869
MrChr6G29040	W1	pi	0.00543779
MrChr6G29040	W1	TajD	2.71847
MrChr6G29230	W1	pi	0.00683023
MrChr6G29230	W1	TajD	1.6457
MrChr6G30240	W1	pi	0.00358369
MrChr6G30240	W1	TajD	-0.149195
MrChr6G30340	W1	pi	0.00420439
MrChr6G30340	W1	TajD	0.684801
MrChr6G32030	W1	pi	0.00976354
MrChr6G32030	W1	TajD	1.60933
MrChr6G32210	W1	pi	0.00611085
MrChr6G32210	W1	TajD	1.199
MrChr6G32610	W1	pi	0.000759878
MrChr6G32610	W1	TajD	-2.25766
MrChr6G32810	W1	pi	0
MrChr6G32910	W1	pi	0.0431763
MrChr6G32910	W1	TajD	1.57336
MrChr6G33940	W1	pi	0.000858705
MrChr6G33940	W1	TajD	-0.522914
MrChr6G34060	W1	pi	0.0207773
MrChr6G34060	W1	TajD	0.0587647
MrChr6G34260	W1	pi	0.00149867
MrChr6G34260	W1	TajD	-0.804581
MrChr6G35080	W1	pi	0.00784661
MrChr6G35080	W1	TajD	2.40455
MrChr6G36870	W1	pi	0.00253334
MrChr6G36870	W1	TajD	-0.0897794
MrChr7G01060	W1	pi	0.00067861
MrChr7G01060	W1	TajD	-0.512424
MrChr7G04150	W1	pi	0.00417598
MrChr7G04150	W1	TajD	0.562824
MrChr7G06340	W1	pi	0.00918501
MrChr7G06340	W1	TajD	0.76575
MrChr7G07460	W1	pi	0.00121768
MrChr7G07460	W1	TajD	-0.111225
MrChr7G07560	W1	pi	0.00578984
MrChr7G07560	W1	TajD	-0.742149
MrChr7G09020	W1	pi	0.00362463
MrChr7G09020	W1	TajD	-0.0939792
MrChr7G12770	W1	pi	0.00373572
MrChr7G12770	W1	TajD	-0.432776
MrChr7G14840	W1	pi	0.00135066
MrChr7G14840	W1	TajD	-0.248438
MrChr7G15690	W1	pi	0.0034247
MrChr7G15690	W1	TajD	-0.130392
MrChr7G17430	W1	pi	0.00346686
MrChr7G17430	W1	TajD	0.0214397
MrChr7G17610	W1	pi	0.00219298
MrChr7G17610	W1	TajD	-1.15933
MrChr7G19430	W1	pi	9.30E-05
MrChr7G19430	W1	TajD	-1.15933
MrChr7G22380	W1	pi	0.000538408
MrChr7G22380	W1	TajD	-0.0394855
MrChr7G22810	W1	pi	0.00678896
MrChr7G22810	W1	TajD	0.822088
MrChr7G24810	W1	pi	0.00376797
MrChr7G24810	W1	TajD	2.58137
MrChr7G25890	W1	pi	0.00171347
MrChr7G25890	W1	TajD	-1.61513
MrChr7G27110	W1	pi	0.00901859
MrChr7G27110	W1	TajD	0.657739
MrChr8G00030	W1	pi	0.00414925
MrChr8G00030	W1	TajD	-0.37793
MrChr8G00130	W1	pi	0.00336923
MrChr8G00130	W1	TajD	-0.0426355
MrChr8G03060	W1	pi	0.0109362
MrChr8G03060	W1	TajD	-0.538697
MrChr8G03490	W1	pi	0.00198488
MrChr8G03490	W1	TajD	-0.248438
MrChr8G04380	W1	pi	0.00366891
MrChr8G04380	W1	TajD	-0.947372
MrChr8G07360	W1	pi	0.00290508
MrChr8G07360	W1	TajD	-1.8104
MrChr8G07500	W1	pi	0.00749916
MrChr8G07500	W1	TajD	0.638144
MrChr8G10300	W1	pi	0.0072326
MrChr8G10300	W1	TajD	-0.589137
MrChr8G12150	W1	pi	0.00511533
MrChr8G12150	W1	TajD	0.437364
MrChr8G13560	W1	pi	0.0112004
MrChr8G13560	W1	TajD	0.574192
MrChr8G14650	W1	pi	0.00942788
MrChr8G14650	W1	TajD	-0.748931
MrChr8G17070	W1	pi	0.000302505
MrChr8G17070	W1	TajD	-0.681114
MrChr8G18070	W1	pi	0.0187953
MrChr8G18070	W1	TajD	1.32575
MrChr8G18750	W1	pi	0.00178666
MrChr8G18750	W1	TajD	-1.39431
MrChr8G20870	W1	pi	0.0111747
MrChr8G20870	W1	TajD	-0.0244073
MrChr8G23190	W1	pi	0.00333525
MrChr8G23190	W1	TajD	-0.199055
MrChr8G26240	W1	pi	0.00181802
MrChr8G26240	W1	TajD	-0.506147
MrChr1G08090	W1	pi	0.00125837
MrChr1G08090	W1	TajD	-1.09285
MrChr1G09790	W1	pi	0.00237878
MrChr1G09790	W1	TajD	-1.77159
MrChr1G19180	W1	pi	0.0193237
MrChr1G19180	W1	TajD	-0.0932071
MrChr1G19430	W1	pi	0.0289614
MrChr1G19430	W1	TajD	0.51548
MrChr1G19590	W1	pi	0.00047619
MrChr1G19590	W1	TajD	-1.15933
MrChr1G20460	W1	pi	0.00500247
MrChr1G20460	W1	TajD	0.241297
MrChr1G20790	W1	pi	0.000857214
MrChr1G20790	W1	TajD	-0.727157
MrChr1G27490	W1	pi	0.0349531
MrChr1G27490	W1	TajD	1.8165
MrChr1G28720	W1	pi	0.00891368
MrChr1G28720	W1	TajD	-0.163169
MrChr1G33600	W1	pi	0
MrChr1G33730	W1	pi	0.00215688
MrChr1G33730	W1	TajD	-1.04305
MrChr1G34120	W1	pi	0.000786383
MrChr1G34120	W1	TajD	1.39118
MrChr1G34300	W1	pi	0.0106464
MrChr1G34300	W1	TajD	0.0690206
MrChr1G35950	W1	pi	0
MrChr1G36180	W1	pi	0.00228127
MrChr1G36180	W1	TajD	-0.142338
MrChr2G03630	W1	pi	0.00231409
MrChr2G03630	W1	TajD	-0.584295
MrChr2G08000	W1	pi	0.0156689
MrChr2G08000	W1	TajD	-0.278108
MrChr2G12770	W1	pi	0.0135204
MrChr2G12770	W1	TajD	-0.0668139
MrChr2G13390	W1	pi	0.064397
MrChr2G13390	W1	TajD	1.89868
MrChr2G14990	W1	pi	0.00256784
MrChr2G14990	W1	TajD	0.817081
MrChr2G15090	W1	pi	0.0100628
MrChr2G15090	W1	TajD	1.01874
MrChr2G15340	W1	pi	0.00166354
MrChr2G15340	W1	TajD	0.483634
MrChr2G15950	W1	pi	0.00238616
MrChr2G15950	W1	TajD	-0.220814
MrChr2G16650	W1	pi	0.0143202
MrChr2G16650	W1	TajD	-2.05071
MrChr2G16760	W1	pi	0.00150141
MrChr2G16760	W1	TajD	-1.62405
MrChr2G20310	W1	pi	0.00504422
MrChr2G20310	W1	TajD	0.0673926
MrChr2G20730	W1	pi	0.00249052
MrChr2G20730	W1	TajD	1.11987
MrChr2G29740	W1	pi	0.00321423
MrChr2G29740	W1	TajD	-2.07656
MrChr2G31550	W1	pi	0.00401615
MrChr2G31550	W1	TajD	1.60926
MrChr3G02350	W1	pi	0.00722163
MrChr3G02350	W1	TajD	2.53621
MrChr3G07530	W1	pi	0.00553078
MrChr3G07530	W1	TajD	1.18862
MrChr3G08640	W1	pi	0.000235039
MrChr3G08640	W1	TajD	-0.443599
MrChr3G10850	W1	pi	0.00602552
MrChr3G10850	W1	TajD	0.112448
MrChr3G11290	W1	pi	0.00139654
MrChr3G11290	W1	TajD	1.57336
MrChr3G18920	W1	pi	0.00132866
MrChr3G18920	W1	TajD	-0.148015
MrChr3G22710	W1	pi	0.011843
MrChr3G22710	W1	TajD	-0.923057
MrChr3G22870	W1	pi	0.00256742
MrChr3G22870	W1	TajD	-0.438708
MrChr3G25500	W1	pi	0.00572566
MrChr3G25500	W1	TajD	0.263592
MrChr3G27610	W1	pi	0.0019288
MrChr3G27610	W1	TajD	-0.750389
MrChr3G36880	W1	pi	0.00408483
MrChr3G36880	W1	TajD	1.38145
MrChr3G37340	W1	pi	0.00119878
MrChr3G37340	W1	TajD	-0.198014
MrChr4G00150	W1	pi	0
MrChr4G03240	W1	pi	0.00351546
MrChr4G03240	W1	TajD	-0.199793
MrChr4G08090	W1	pi	0.00281072
MrChr4G08090	W1	TajD	-0.993233
MrChr4G20510	W1	pi	0.00267418
MrChr4G20510	W1	TajD	1.40931
MrChr4G20610	W1	pi	0.0013065
MrChr4G20610	W1	TajD	0.347246
MrChr4G25840	W1	pi	0.00400719
MrChr4G25840	W1	TajD	1.57511
MrChr4G28210	W1	pi	0.00196256
MrChr4G28210	W1	TajD	-0.507528
MrChr4G28780	W1	pi	0.00273675
MrChr4G28780	W1	TajD	-0.602089
MrChr5G04970	W1	pi	0.00173109
MrChr5G04970	W1	TajD	-0.21275
MrChr5G05570	W1	pi	0.00165496
MrChr5G05570	W1	TajD	-0.812408
MrChr5G05950	W1	pi	0.00577531
MrChr5G05950	W1	TajD	-0.0530096
MrChr5G06900	W1	pi	0.00361307
MrChr5G06900	W1	TajD	0.287311
MrChr5G19380	W1	pi	0.000967822
MrChr5G19380	W1	TajD	-1.95443
MrChr5G19920	W1	pi	0.000698758
MrChr5G19920	W1	TajD	0.776321
MrChr5G21980	W1	pi	0.0017893
MrChr5G21980	W1	TajD	-0.740319
MrChr5G23620	W1	pi	0.00226574
MrChr5G23620	W1	TajD	-0.634958
MrChr5G23830	W1	pi	0.0026577
MrChr5G23830	W1	TajD	1.60933
MrChr5G24630	W1	pi	0.00276345
MrChr5G24630	W1	TajD	0.32007
MrChr5G26500	W1	pi	0.00936884
MrChr5G26500	W1	TajD	0.644968
MrChr5G27270	W1	pi	0.0167224
MrChr5G27270	W1	TajD	1.56853
MrChr5G29390	W1	pi	0.00277353
MrChr5G29390	W1	TajD	-1.27838
MrChr6G09280	W1	pi	0.0102454
MrChr6G09280	W1	TajD	1.77581
MrChr6G10970	W1	pi	0.00209382
MrChr6G10970	W1	TajD	-0.656508
MrChr6G11230	W1	pi	0.0061695
MrChr6G11230	W1	TajD	-0.0600606
MrChr6G13110	W1	pi	0.014807
MrChr6G13110	W1	TajD	-0.104088
MrChr6G16420	W1	pi	0.00356386
MrChr6G16420	W1	TajD	0.953489
MrChr6G18270	W1	pi	0.0216695
MrChr6G18270	W1	TajD	0.431419
MrChr6G19620	W1	pi	0.00070922
MrChr6G19620	W1	TajD	-1.88381
MrChr6G24110	W1	pi	0.00152522
MrChr6G24110	W1	TajD	-1.3958
MrChr6G28890	W1	pi	0.0039279
MrChr6G28890	W1	TajD	0.78328
MrChr6G29130	W1	pi	0.00473845
MrChr6G29130	W1	TajD	1.36928
MrChr6G30090	W1	pi	0.0012744
MrChr6G30090	W1	TajD	0.0173389
MrChr6G30300	W1	pi	0.00146145
MrChr6G30300	W1	TajD	0.366116
MrChr6G30830	W1	pi	0.0122189
MrChr6G30830	W1	TajD	-1.7036
MrChr6G31560	W1	pi	0.0141011
MrChr6G31560	W1	TajD	1.59613
MrChr6G32090	W1	pi	0.00701833
MrChr6G32090	W1	TajD	0.855757
MrChr6G32560	W1	pi	0.0029607
MrChr6G32560	W1	TajD	-1.15489
MrChr6G32670	W1	pi	0.0103755
MrChr6G32670	W1	TajD	-0.324589
MrChr6G32870	W1	pi	0.0191511
MrChr6G32870	W1	TajD	-1.02349
MrChr6G33880	W1	pi	0.00205842
MrChr6G33880	W1	TajD	0.0914316
MrChr6G34120	W1	pi	0.00709195
MrChr6G34120	W1	TajD	-2.08549
MrChr6G34640	W1	pi	0.00745354
MrChr6G34640	W1	TajD	1.94438
MrChr6G36370	W1	pi	0
MrChr7G00280	W1	pi	0.00374083
MrChr7G00280	W1	TajD	0.63421
MrChr7G02720	W1	pi	0.00496311
MrChr7G02720	W1	TajD	0.0047269
MrChr7G05230	W1	pi	0.00130208
MrChr7G05230	W1	TajD	-1.51469
MrChr7G07250	W1	pi	0.0605286
MrChr7G07250	W1	TajD	-0.107664
MrChr7G07520	W1	pi	0.00330451
MrChr7G07520	W1	TajD	1.51539
MrChr7G08230	W1	pi	0.00645899
MrChr7G08230	W1	TajD	1.24527
MrChr7G09630	W1	pi	0.00090103
MrChr7G09630	W1	TajD	-0.371271
MrChr7G14780	W1	pi	0.00278028
MrChr7G14780	W1	TajD	-1.35309
MrChr7G15050	W1	pi	0.00454096
MrChr7G15050	W1	TajD	0.979122
MrChr7G17280	W1	pi	0.00619938
MrChr7G17280	W1	TajD	0.447692
MrChr7G17570	W1	pi	0.00128866
MrChr7G17570	W1	TajD	-1.73253
MrChr7G18280	W1	pi	0.00155464
MrChr7G18280	W1	TajD	-1.2956
MrChr7G22170	W1	pi	0.00420208
MrChr7G22170	W1	TajD	-0.237433
MrChr7G22290	W1	pi	0.0029848
MrChr7G22290	W1	TajD	0.201105
MrChr7G22730	W1	pi	0.00153388
MrChr7G22730	W1	TajD	0.368679
MrChr7G23910	W1	pi	0.00524341
MrChr7G23910	W1	TajD	1.91221
MrChr7G24030	W1	pi	0.0269556
MrChr7G24030	W1	TajD	2.24089
MrChr7G25510	W1	pi	0.00462717
MrChr7G25510	W1	TajD	1.79877
MrChr7G26640	W1	pi	0.00127613
MrChr7G26640	W1	TajD	-1.0406
MrChr7G33430	W1	pi	0.00715591
MrChr7G33430	W1	TajD	1.28798
MrChr8G00090	W1	pi	0.00150522
MrChr8G00090	W1	TajD	-0.239551
MrChr8G00190	W1	pi	0.00480542
MrChr8G00190	W1	TajD	1.04894
MrChr8G02770	W1	pi	0.0181335
MrChr8G02770	W1	TajD	1.44277
MrChr8G03450	W1	pi	0.0103755
MrChr8G03450	W1	TajD	-0.248438
MrChr8G07320	W1	pi	0.0073666
MrChr8G07320	W1	TajD	2.68494
MrChr8G07420	W1	pi	0.0038379
MrChr8G07420	W1	TajD	1.57336
MrChr8G08820	W1	pi	0
MrChr8G13520	W1	pi	0.00825844
MrChr8G13520	W1	TajD	-0.274312
MrChr8G13650	W1	pi	0.00395477
MrChr8G13650	W1	TajD	0.415639
MrChr8G17690	W1	pi	0.00363553
MrChr8G17690	W1	TajD	1.78024
MrChr8G18200	W1	pi	0
MrChr8G20510	W1	pi	0.00375304
MrChr8G20510	W1	TajD	2.32775
MrChr8G25730	W1	pi	0.0171884
MrChr8G25730	W1	TajD	1.15691
MrChr1G08110	W1	pi	0.00377158
MrChr1G08110	W1	TajD	0.086602
MrChr1G13850	W1	pi	0
MrChr1G19200	W1	pi	0.00233775
MrChr1G19200	W1	TajD	-1.25121
MrChr1G19710	W1	pi	0.0266749
MrChr1G19710	W1	TajD	-1.30503
MrChr1G20480	W1	pi	0.00262675
MrChr1G20480	W1	TajD	-0.380833
MrChr1G20810	W1	pi	0.00330502
MrChr1G20810	W1	TajD	-0.446451
MrChr1G27510	W1	pi	0
MrChr1G33520	W1	pi	0.00674733
MrChr1G33520	W1	TajD	-0.263149
MrChr1G33910	W1	pi	0.00991015
MrChr1G33910	W1	TajD	-0.0344855
MrChr1G34210	W1	pi	0.00131758
MrChr1G34210	W1	TajD	-1.68986
MrChr1G34320	W1	pi	0.0114013
MrChr1G34320	W1	TajD	1.5682
MrChr1G35970	W1	pi	0.00285594
MrChr1G35970	W1	TajD	1.31127
MrChr1G36200	W1	pi	0.0027001
MrChr1G36200	W1	TajD	0.545389
MrChr2G03650	W1	pi	0.00356838
MrChr2G03650	W1	TajD	0.894349
MrChr2G06910	W1	pi	0.0186271
MrChr2G06910	W1	TajD	1.0044
MrChr2G08020	W1	pi	0.00465839
MrChr2G08020	W1	TajD	-0.269176
MrChr2G13310	W1	pi	0.0113907
MrChr2G13310	W1	TajD	1.51122
MrChr2G14140	W1	pi	0.000617284
MrChr2G14140	W1	TajD	-1.15933
MrChr2G15110	W1	pi	0.00170048
MrChr2G15110	W1	TajD	-1.10675
MrChr2G15540	W1	pi	0.0284599
MrChr2G15540	W1	TajD	2.4334
MrChr2G16560	W1	pi	0.0148861
MrChr2G16560	W1	TajD	1.87917
MrChr2G16670	W1	pi	0.00648822
MrChr2G16670	W1	TajD	-2.34E-05
MrChr2G16780	W1	pi	0.00200387
MrChr2G16780	W1	TajD	-0.77235
MrChr2G20330	W1	pi	0.00889915
MrChr2G20330	W1	TajD	1.53099
MrChr2G21390	W1	pi	0.0092587
MrChr2G21390	W1	TajD	1.85104
MrChr2G22890	W1	pi	0.00234627
MrChr2G22890	W1	TajD	-1.12012
MrChr2G30220	W1	pi	0.0029534
MrChr2G30220	W1	TajD	-0.142391
MrChr2G36250	W1	pi	0.0171933
MrChr2G36250	W1	TajD	-0.710668
MrChr3G00440	W1	pi	0.00603307
MrChr3G00440	W1	TajD	-0.383282
